STATcube;;;;
;;;;
Versorgungsbilanz für Fleisch nach Arten ab 1994 in Tonnen (Q);;;;
Produkte nach Werte nach Jahr;;;;
Zählt: BRUTTOEIGENERZEUGUNG, Einfuhr lebender Tiere, Ausfuhr lebender Tiere, NETTOERZEUGUNG, Anfangsbestand, Endbestand, Einfuhr, Ausfuhr, INLANDSVERBRAUCH, Inlandsverbrauch pro Kopf in kg, SELBSTVERSORGUNGSGRAD in %, Menschlicher Verzehr, Menschlicher Verzehr pro Kopf in kg;;;;
;;;;
Produkte;Werte;Jahr;Anzahl;Anmerkungen
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;1999;8622;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;1997;9474;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2000;10347;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2001;9949;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2002;9503;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2003;9345;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2004;9486;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2006;9588;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2005;9670;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2007;8397;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2008;10258;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2010;9485;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2009;10038;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2011;9672;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2012;9730;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2013;10127;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2014;10120;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2015;9437;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2016;9880;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2017;9710;
Schaf- und Ziegenfleisch;INLANDSVERBRAUCH;2018;10100;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2019;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2020;1,1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2021;1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2022;1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2023;1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;1994;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;1995;1,1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;1996;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;1998;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;1999;1,1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;1997;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2000;1,3;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2001;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2002;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2003;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2004;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2006;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2005;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2007;1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2008;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2010;1,1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2009;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2011;1,1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2012;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2013;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2014;1,2;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2015;1,1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2016;1,1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2017;1,1;
Schaf- und Ziegenfleisch;Inlandsverbrauch pro Kopf in kg;2018;1,1;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2019;75;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2020;77;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2021;85;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2022;77;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2023;79;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;1994;64;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;1995;71;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;1996;75;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;1998;80;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;1999;80;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;1997;79;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2000;82;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2001;83;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2002;84;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2003;85;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2004;75;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2006;84;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2005;74;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2007;75;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2008;78;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2010;73;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2009;72;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2011;79;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2012;79;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2013;81;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2014;77;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2015;75;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2016;74;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2017;72;
Schaf- und Ziegenfleisch;SELBSTVERSORGUNGSGRAD in %;2018;77;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2019;6930;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2020;6338;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2021;5781;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2022;6270;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2023;6302;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;1994;6520;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;1995;6133;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;1996;6176;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;1998;6328;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;1999;5734;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;1997;6301;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2000;6881;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2001;6616;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2002;6319;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2003;6214;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2004;6308;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2006;6376;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2005;6430;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2007;5584;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2008;6822;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2010;6308;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2009;6675;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2011;6432;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2012;6471;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2013;6734;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2014;6730;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2015;6276;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2016;6570;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2017;6457;
Schaf- und Ziegenfleisch;Menschlicher Verzehr;2018;6716;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2019;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2020;0,7;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2021;0,6;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2022;0,7;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2023;0,7;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;1994;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;1995;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;1996;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;1998;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;1999;0,7;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;1997;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2000;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2001;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2002;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2003;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2004;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2006;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2005;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2007;0,7;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2008;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2010;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2009;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2011;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2012;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2013;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2014;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2015;0,7;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2016;0,8;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2017;0,7;
Schaf- und Ziegenfleisch;Menschlicher Verzehr pro Kopf in kg;2018;0,8;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2019;134063;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2020;143948;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2021;148969;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2022;151964;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2023;149481;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;1994;101904;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;1995;98613;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;1996;98274;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;1998;107176;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;1999;105788;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;1997;103922;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2000;104358;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2001;105951;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2002;105589;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2003;108257;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2004;109459;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2006;104191;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2005;109235;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2007;113643;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2008;115404;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2010;122428;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2009;119493;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2011;124593;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2012;120992;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2013;119441;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2014;119088;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2015;119863;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2016;125304;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2017;128653;
Geflügelfleisch;BRUTTOEIGENERZEUGUNG;2018;132171;
Geflügelfleisch;Einfuhr lebender Tiere;2019;21387;
Geflügelfleisch;Einfuhr lebender Tiere;2020;24326;
Geflügelfleisch;Einfuhr lebender Tiere;2021;23225;
Geflügelfleisch;Einfuhr lebender Tiere;2022;20469;
Geflügelfleisch;Einfuhr lebender Tiere;2023;23786;
Geflügelfleisch;Einfuhr lebender Tiere;1994;-;
Geflügelfleisch;Einfuhr lebender Tiere;1995;94;
Geflügelfleisch;Einfuhr lebender Tiere;1996;140;
Geflügelfleisch;Einfuhr lebender Tiere;1998;560;
Geflügelfleisch;Einfuhr lebender Tiere;1999;1667;
Geflügelfleisch;Einfuhr lebender Tiere;1997;939;
Geflügelfleisch;Einfuhr lebender Tiere;2000;5150;
Geflügelfleisch;Einfuhr lebender Tiere;2001;4744;
Geflügelfleisch;Einfuhr lebender Tiere;2002;2632;
Geflügelfleisch;Einfuhr lebender Tiere;2003;1431;
Geflügelfleisch;Einfuhr lebender Tiere;2004;5856;
Geflügelfleisch;Einfuhr lebender Tiere;2006;6169;
Geflügelfleisch;Einfuhr lebender Tiere;2005;5729;
Geflügelfleisch;Einfuhr lebender Tiere;2007;4850;
Geflügelfleisch;Einfuhr lebender Tiere;2008;5267;
Geflügelfleisch;Einfuhr lebender Tiere;2010;11921;
Geflügelfleisch;Einfuhr lebender Tiere;2009;4058;
Geflügelfleisch;Einfuhr lebender Tiere;2011;12258;
Geflügelfleisch;Einfuhr lebender Tiere;2012;12744;
Geflügelfleisch;Einfuhr lebender Tiere;2013;14316;
Geflügelfleisch;Einfuhr lebender Tiere;2014;19746;
Geflügelfleisch;Einfuhr lebender Tiere;2015;19736;
Geflügelfleisch;Einfuhr lebender Tiere;2016;24412;
Geflügelfleisch;Einfuhr lebender Tiere;2017;21664;
Geflügelfleisch;Einfuhr lebender Tiere;2018;20845;
Geflügelfleisch;Ausfuhr lebender Tiere;2019;3094;
Geflügelfleisch;Ausfuhr lebender Tiere;2020;3165;
Geflügelfleisch;Ausfuhr lebender Tiere;2021;3711;
Geflügelfleisch;Ausfuhr lebender Tiere;2022;5860;
Geflügelfleisch;Ausfuhr lebender Tiere;2023;4664;
Geflügelfleisch;Ausfuhr lebender Tiere;1994;52;
Geflügelfleisch;Ausfuhr lebender Tiere;1995;1;
Geflügelfleisch;Ausfuhr lebender Tiere;1996;27;
Geflügelfleisch;Ausfuhr lebender Tiere;1998;1834;
Geflügelfleisch;Ausfuhr lebender Tiere;1999;240;
Geflügelfleisch;Ausfuhr lebender Tiere;1997;2219;
Geflügelfleisch;Ausfuhr lebender Tiere;2000;236;
Geflügelfleisch;Ausfuhr lebender Tiere;2001;488;
Geflügelfleisch;Ausfuhr lebender Tiere;2002;116;
Geflügelfleisch;Ausfuhr lebender Tiere;2003;291;
Geflügelfleisch;Ausfuhr lebender Tiere;2004;253;
Geflügelfleisch;Ausfuhr lebender Tiere;2006;330;
Geflügelfleisch;Ausfuhr lebender Tiere;2005;353;
Geflügelfleisch;Ausfuhr lebender Tiere;2007;287;
Geflügelfleisch;Ausfuhr lebender Tiere;2008;562;
Geflügelfleisch;Ausfuhr lebender Tiere;2010;3456;
Geflügelfleisch;Ausfuhr lebender Tiere;2009;704;
Geflügelfleisch;Ausfuhr lebender Tiere;2011;2972;
Geflügelfleisch;Ausfuhr lebender Tiere;2012;3635;
Geflügelfleisch;Ausfuhr lebender Tiere;2013;5206;
Geflügelfleisch;Ausfuhr lebender Tiere;2014;6882;
Geflügelfleisch;Ausfuhr lebender Tiere;2015;4985;
Geflügelfleisch;Ausfuhr lebender Tiere;2016;6268;
Geflügelfleisch;Ausfuhr lebender Tiere;2017;6521;
Geflügelfleisch;Ausfuhr lebender Tiere;2018;7200;
Geflügelfleisch;NETTOERZEUGUNG;2019;152356;
Geflügelfleisch;NETTOERZEUGUNG;2020;165109;
Geflügelfleisch;NETTOERZEUGUNG;2021;168483;
Geflügelfleisch;NETTOERZEUGUNG;2022;166573;
Geflügelfleisch;NETTOERZEUGUNG;2023;168603;
Geflügelfleisch;NETTOERZEUGUNG;1994;101852;
Geflügelfleisch;NETTOERZEUGUNG;1995;98706;
Geflügelfleisch;NETTOERZEUGUNG;1996;98387;
Geflügelfleisch;NETTOERZEUGUNG;1998;105901;
Geflügelfleisch;NETTOERZEUGUNG;1999;107214;
Geflügelfleisch;NETTOERZEUGUNG;1997;102642;
Geflügelfleisch;NETTOERZEUGUNG;2000;109272;
Geflügelfleisch;NETTOERZEUGUNG;2001;110207;
Geflügelfleisch;NETTOERZEUGUNG;2002;108105;
Geflügelfleisch;NETTOERZEUGUNG;2003;109397;
Geflügelfleisch;NETTOERZEUGUNG;2004;115061;
Geflügelfleisch;NETTOERZEUGUNG;2006;110029;
Geflügelfleisch;NETTOERZEUGUNG;2005;114610;
Geflügelfleisch;NETTOERZEUGUNG;2007;118206;
Geflügelfleisch;NETTOERZEUGUNG;2008;120108;
Geflügelfleisch;NETTOERZEUGUNG;2010;130893;
Geflügelfleisch;NETTOERZEUGUNG;2009;122847;
Geflügelfleisch;NETTOERZEUGUNG;2011;133880;
Geflügelfleisch;NETTOERZEUGUNG;2012;130101;
Geflügelfleisch;NETTOERZEUGUNG;2013;128550;
Geflügelfleisch;NETTOERZEUGUNG;2014;131952;
Geflügelfleisch;NETTOERZEUGUNG;2015;134614;
Geflügelfleisch;NETTOERZEUGUNG;2016;143448;
Geflügelfleisch;NETTOERZEUGUNG;2017;143797;
Geflügelfleisch;NETTOERZEUGUNG;2018;145816;
Geflügelfleisch;Anfangsbestand;2019;-;
Geflügelfleisch;Anfangsbestand;2020;-;
Geflügelfleisch;Anfangsbestand;2021;-;
Geflügelfleisch;Anfangsbestand;2022;-;
Geflügelfleisch;Anfangsbestand;2023;-;
Geflügelfleisch;Anfangsbestand;1994;-;
Geflügelfleisch;Anfangsbestand;1995;-;
Geflügelfleisch;Anfangsbestand;1996;-;
Geflügelfleisch;Anfangsbestand;1998;-;
Geflügelfleisch;Anfangsbestand;1999;-;
Geflügelfleisch;Anfangsbestand;1997;-;
Geflügelfleisch;Anfangsbestand;2000;-;
Geflügelfleisch;Anfangsbestand;2001;-;
Geflügelfleisch;Anfangsbestand;2002;-;
Geflügelfleisch;Anfangsbestand;2003;-;
Geflügelfleisch;Anfangsbestand;2004;-;
Geflügelfleisch;Anfangsbestand;2006;-;
Geflügelfleisch;Anfangsbestand;2005;-;
Geflügelfleisch;Anfangsbestand;2007;-;
Geflügelfleisch;Anfangsbestand;2008;-;
Geflügelfleisch;Anfangsbestand;2010;-;
Geflügelfleisch;Anfangsbestand;2009;-;
Geflügelfleisch;Anfangsbestand;2011;-;
Geflügelfleisch;Anfangsbestand;2012;-;
Geflügelfleisch;Anfangsbestand;2013;-;
Geflügelfleisch;Anfangsbestand;2014;-;
Geflügelfleisch;Anfangsbestand;2015;-;
Geflügelfleisch;Anfangsbestand;2016;-;
Geflügelfleisch;Anfangsbestand;2017;-;
Geflügelfleisch;Anfangsbestand;2018;-;
Geflügelfleisch;Endbestand;2019;-;
Geflügelfleisch;Endbestand;2020;-;
Geflügelfleisch;Endbestand;2021;-;
Geflügelfleisch;Endbestand;2022;-;
Geflügelfleisch;Endbestand;2023;-;
Geflügelfleisch;Endbestand;1994;-;
Geflügelfleisch;Endbestand;1995;-;
Geflügelfleisch;Endbestand;1996;-;
Geflügelfleisch;Endbestand;1998;-;
Geflügelfleisch;Endbestand;1999;-;
Geflügelfleisch;Endbestand;1997;-;
Geflügelfleisch;Endbestand;2000;-;
Geflügelfleisch;Endbestand;2001;-;
Geflügelfleisch;Endbestand;2002;-;
Geflügelfleisch;Endbestand;2003;-;
Geflügelfleisch;Endbestand;2004;-;
Geflügelfleisch;Endbestand;2006;-;
Geflügelfleisch;Endbestand;2005;-;
Geflügelfleisch;Endbestand;2007;-;
Geflügelfleisch;Endbestand;2008;-;
Geflügelfleisch;Endbestand;2010;-;
Geflügelfleisch;Endbestand;2009;-;
Geflügelfleisch;Endbestand;2011;-;
Geflügelfleisch;Endbestand;2012;-;
Geflügelfleisch;Endbestand;2013;-;
Geflügelfleisch;Endbestand;2014;-;
Geflügelfleisch;Endbestand;2015;-;
Geflügelfleisch;Endbestand;2016;-;
Geflügelfleisch;Endbestand;2017;-;
Geflügelfleisch;Endbestand;2018;-;
Geflügelfleisch;Einfuhr;2019;117135;
Geflügelfleisch;Einfuhr;2020;102911;
Geflügelfleisch;Einfuhr;2021;112739;
Geflügelfleisch;Einfuhr;2022;113933;
Geflügelfleisch;Einfuhr;2023;118551;
Geflügelfleisch;Einfuhr;1994;20969;
Geflügelfleisch;Einfuhr;1995;27486;
Geflügelfleisch;Einfuhr;1996;31559;
Geflügelfleisch;Einfuhr;1998;37851;
Geflügelfleisch;Einfuhr;1999;38421;
Geflügelfleisch;Einfuhr;1997;34489;
Geflügelfleisch;Einfuhr;2000;37843;
Geflügelfleisch;Einfuhr;2001;43857;
Geflügelfleisch;Einfuhr;2002;44406;
Geflügelfleisch;Einfuhr;2003;45480;
Geflügelfleisch;Einfuhr;2004;55876;
Geflügelfleisch;Einfuhr;2006;78419;
Geflügelfleisch;Einfuhr;2005;75427;
Geflügelfleisch;Einfuhr;2007;92166;
Geflügelfleisch;Einfuhr;2008;87154;
Geflügelfleisch;Einfuhr;2010;107510;
Geflügelfleisch;Einfuhr;2009;100165;
Geflügelfleisch;Einfuhr;2011;107143;
Geflügelfleisch;Einfuhr;2012;116088;
Geflügelfleisch;Einfuhr;2013;112625;
Geflügelfleisch;Einfuhr;2014;117898;
Geflügelfleisch;Einfuhr;2015;116579;
Geflügelfleisch;Einfuhr;2016;118177;
Geflügelfleisch;Einfuhr;2017;116194;
Geflügelfleisch;Einfuhr;2018;118453;
Geflügelfleisch;Ausfuhr;2019;84167;
Geflügelfleisch;Ausfuhr;2020;81052;
Geflügelfleisch;Ausfuhr;2021;89805;
Geflügelfleisch;Ausfuhr;2022;82667;
Geflügelfleisch;Ausfuhr;2023;83322;
Geflügelfleisch;Ausfuhr;1994;3280;
Geflügelfleisch;Ausfuhr;1995;2320;
Geflügelfleisch;Ausfuhr;1996;3405;
Geflügelfleisch;Ausfuhr;1998;5673;
Geflügelfleisch;Ausfuhr;1999;5461;
Geflügelfleisch;Ausfuhr;1997;5117;
Geflügelfleisch;Ausfuhr;2000;7874;
Geflügelfleisch;Ausfuhr;2001;9589;
Geflügelfleisch;Ausfuhr;2002;14439;
Geflügelfleisch;Ausfuhr;2003;16781;
Geflügelfleisch;Ausfuhr;2004;20150;
Geflügelfleisch;Ausfuhr;2006;39838;
Geflügelfleisch;Ausfuhr;2005;34165;
Geflügelfleisch;Ausfuhr;2007;52930;
Geflügelfleisch;Ausfuhr;2008;52714;
Geflügelfleisch;Ausfuhr;2010;71122;
Geflügelfleisch;Ausfuhr;2009;58683;
Geflügelfleisch;Ausfuhr;2011;70070;
Geflügelfleisch;Ausfuhr;2012;72794;
Geflügelfleisch;Ausfuhr;2013;68596;
Geflügelfleisch;Ausfuhr;2014;71559;
Geflügelfleisch;Ausfuhr;2015;69973;
Geflügelfleisch;Ausfuhr;2016;76169;
Geflügelfleisch;Ausfuhr;2017;77358;
Geflügelfleisch;Ausfuhr;2018;78604;
Geflügelfleisch;INLANDSVERBRAUCH;2019;185324;
Geflügelfleisch;INLANDSVERBRAUCH;2020;186968;
Geflügelfleisch;INLANDSVERBRAUCH;2021;191417;
Geflügelfleisch;INLANDSVERBRAUCH;2022;197839;
Geflügelfleisch;INLANDSVERBRAUCH;2023;203832;
Geflügelfleisch;INLANDSVERBRAUCH;1994;119541;
Geflügelfleisch;INLANDSVERBRAUCH;1995;123872;
Geflügelfleisch;INLANDSVERBRAUCH;1996;126540;
Geflügelfleisch;INLANDSVERBRAUCH;1998;138079;
Geflügelfleisch;INLANDSVERBRAUCH;1999;140175;
Geflügelfleisch;INLANDSVERBRAUCH;1997;132014;
Geflügelfleisch;INLANDSVERBRAUCH;2000;139240;
Geflügelfleisch;INLANDSVERBRAUCH;2001;144475;
Geflügelfleisch;INLANDSVERBRAUCH;2002;138072;
Geflügelfleisch;INLANDSVERBRAUCH;2003;138096;
Geflügelfleisch;INLANDSVERBRAUCH;2004;150788;
Geflügelfleisch;INLANDSVERBRAUCH;2006;148611;
Geflügelfleisch;INLANDSVERBRAUCH;2005;155873;
Geflügelfleisch;INLANDSVERBRAUCH;2007;157442;
Geflügelfleisch;INLANDSVERBRAUCH;2008;154548;
Geflügelfleisch;INLANDSVERBRAUCH;2010;167280;
Geflügelfleisch;INLANDSVERBRAUCH;2009;164329;
Geflügelfleisch;INLANDSVERBRAUCH;2011;170953;
Geflügelfleisch;INLANDSVERBRAUCH;2012;173396;
Geflügelfleisch;INLANDSVERBRAUCH;2013;172580;
Geflügelfleisch;INLANDSVERBRAUCH;2014;178292;
Geflügelfleisch;INLANDSVERBRAUCH;2015;181221;
Geflügelfleisch;INLANDSVERBRAUCH;2016;185455;
Geflügelfleisch;INLANDSVERBRAUCH;2017;182633;
Geflügelfleisch;INLANDSVERBRAUCH;2018;185666;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2019;20,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2020;21;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2021;21,4;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2022;21,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2023;22,3;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;1994;14,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;1995;15,4;
